path	bytes	sha256	first_commit	first_date	last_commit	last_date	current_control	current_frontier	founding_source	frozen_manifest	historical_or_pre_july	active_regrade	hits_broad_phi_depth	hits_pointwise_or_physical_phi	hits_independent_phi_variation	hits_endpoint_difference	hits_selection_or_ownership	hits_presentation_or_factorization	hits_stationary_killing	hits_supplied_conditional	hits_placeholder_or_arbitrary
legacy/root_oneoffs_2026-07-01/verif_numeric.py	3135	0e617bb4592e5ea569d8ede58f11f96da57e33bec54da34ad8e1aa5db17a4f51	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	11	0	0	0	1	0	0	2	0
legacy/root_oneoffs_2026-07-01/verif_psi_eom.py	3972	b5b4e51507093a99be8222dc754294b969e4d02e44aca449b33fdb311b40a013	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	9	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verif_psi_s3.py	2599	3813bc3a9ddc23240175b887beb8f871de5fd57aea2743ff8929ef9c4da8c49f	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	7	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_indep_einstein.py	6294	c7d6d3dd5a730adf94dacec16da38061c6fcb7b248c36aab6428840896e9b1df	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_indep_field.py	3535	df3059a0f9bb37919a0afac72e2b70949d50f9f6932e9a5e89710b2e2e43f5d3	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_indep_residual.py	5997	0e41ebe940e203c74f96e42ab82e392dc9b763f58031b98844944901e6ab69f0	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	22	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_indep_residual2.py	4662	579d70ef1612e350fd738272a61e0c9b51242083a00dfb66660c89c17a0888bd	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_indep_residual3.py	2236	f74f45e434954c91501e5d699f8cc79df20cbe64f95dad7b7f2ce7f04966ebd2	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ncat_barrier.py	4056	2714be30b51f312309c9884e9ff5c8c2c28bac6e7212c395dcc28aedcaca5310	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ncat_density.py	2497	70286594d69a3c2d90371455724dc13ac339f888a9c7f739bcb59879650595be	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	13	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ncat_l4.py	517	7f8c6dce03deef397c05ffbaf715648a2327093a5a06a8ef118c36ff972d33b8	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ncat_l4num.py	694	c9c8b4ba9b1e798243ad16d9a4f0a8a2400dbfc8e5bc6827f3dd460abc297a6b	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	7	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ncat_recompute.py	3576	33f1a12d2579cde766d88d08ca3a358594cb5d600c2511907a5f5f04f9ff2cd3	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ncat_solver_e4.py	1219	32097ebee9ee82c807fb25e81a31e675a8763c7ec968a921b9c29083c0a5fbae	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	9	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ns_gauge.py	1613	7bfd74d87eb361b419545c113f613a1270575482ee9a6fe8ea1ff73be43da150	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	8	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ns_sign.py	4590	be0bd9966a852c27e9691235d7e478a6b697ea091826ad01c29ce02fb8e86232	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	19	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_ns_sign2.py	2119	02af1c76f023ba9338afee67d63851516c9c99057ae7cdda5cd74588046825bb	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	20	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_p1_birkhoff_flat.py	2283	54704fdd018a38b6d5dcb33f33c291559b4f3bfdb6f8ed730f917ed4866feed0	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	8	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_p1_flat_core.py	535	f2ee790fdeff70c5a0220e933e7c146af8955b8de676c7d69b238b3c4e14e437	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_p1_flat_core2.py	1178	55de78d8b20e514e95c4839841a27b0c2230ec3aec8ad257ed3877ca672321cc	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	9	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_p1_scaling_analytic.py	3557	ee3e0ed08517f6c85757515515a59eb3b24dc9cbf3c681ce4886f00ff359a4e6	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	12	0	2	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_phase0_a2_distinction.py	1645	c629482cccce8fb66ee78255e12b59b06e95f3651205c16ed34388275f88512a	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	12	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_phase0_birkhoff.py	2244	e98dff186e82a9754d6d9e7f5713a074f1643eb3609e22cf50796e57971b05ea	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	9	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_relrederiv_independent.py	12216	e578e8ded9261cda772e23d8f510d7d12b446a1769c7c47ff02a758593d63785	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	73	0	3	0	0	1	0	0	0
legacy/root_oneoffs_2026-07-01/verify_relrederiv_reciprocity_deep.py	5103	3852c2e08bee6eda658849f19ecbb2eaac1b4b0b3038ecf6c2b37198cedb99ed	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	35	0	3	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_stageB_indep.py	21837	47cffb62235c2d3299b1c31702dd13b7e6cab7a993c03010b5069efe22692dd2	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	39	0	0	0	0	0	0	2	0
legacy/root_oneoffs_2026-07-01/verify_udta_blind.py	6972	f0af9d59892197109fd2560c82d7ff94f344f7216ce535b671e75ef65c73f825	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	30	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_udta_determinacy.py	4137	1f1b269f29310c1a5b90204a8407eb63884676a70e9b756d039598609f5ffd40	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	26	0	2	0	2	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_udta_lightcone.py	4242	bbf63763e708910ad328f892fc0e1a305d6d63408fa71e1d026392b6c71bbb45	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	30	0	0	0	1	0	3	1	0
legacy/root_oneoffs_2026-07-01/verify_udtfe_curv.py	2130	5adf56491b8ec2b6c37b2bf4e208044e4436c69a23a5c4136140aca477983625	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	7	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_udtfe_indep.py	1684	7eeb5683f1293e0e60e966ff3cb96ea4e2a6ccb834271a2db163e5d3085744e3	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_udtfe_indep2.py	2597	1786d9a2a5960cbf9271ec7f36b135aa550f5be7d177fc056c59acf463cc6cf3	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_udtfe_kretsch.py	3122	b3353e4aa9250bc436d2ccab2759c73c3423be22095ef36ec0571dbc2e6a3e75	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	12	0	0	0	0	0	0	1	0
legacy/root_oneoffs_2026-07-01/verify_winding_hessian_2026-06-16.py	4905	690863a174476264726f20bd0eeede2c7574887d29488982884fe7eb16cde057	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/verify_winding_platonic_2026-06-16.py	3777	3c7389dd26d4392f9458b5f012df103a5d1226b33ff37d1225396967990ee79f	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/vrf_lepton_bvp_spectrum.py	5887	12a17d33149957ad2ef90757ae7f1e9fc9b593df538b443fbb12bfa911388e68	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	33	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/vrf_lepton_deepphi_mpmath.py	18435	18711988a6cfc235851fd5a8005a03f75e11610d127b294173a87a085d3e0a02	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	28	0	0	0	0	0	0	1	0
legacy/root_oneoffs_2026-07-01/vrf_lepton_hessian.py	5644	06001bdd38fdc55b0a4d33419e7aa94a6f0ca1887e8c0456931cb48a21fd7886	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/vrf_lepton_reduction.py	4059	0760cbb8ea04a0f5cb5f0ce9a27cdf60b71990031a06d3f3236fdffc41ed8be4	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	16	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/vrf_lepton_reduction2.py	3033	e5b3f36cde4941162ff5115aff89375744a9a8bff9926eb3c78a7051d3623f21	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	12	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/vrf_lepton_shoot.py	3883	0e59fe8330cf041a65e98a6538e6282822652bfe167c6ea99c06a6f9e1159aa7	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	14	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/vrf_lepton_wtower.py	4120	3495629f86de9823304f19a68a7238beeabf7af210873c80fd87e3fa7b53e1fc	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py	17750	cdf90015c66889a812e991d1c0ae7265e1a31ab5896f9a7cc07d66a3fe9b0649	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	18	0	0	1	0	0	0	1	0
legacy/root_oneoffs_2026-07-01/w2_arm1_line2_tie_depth.py	13899	d6d83d2f7fd5673a0021d2e46ed902d142f5c62653c5e0c2a94cc8c87581643d	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	15	0	0	0	0	0	0	1	0
legacy/root_oneoffs_2026-07-01/w2_arm1_line3_square_origin.py	18681	2ce5b7ea7167e5d31d2187b44025fdcdc145ee9ccd392f17225a61502f1c62d6	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm1_line4_secondjet_census.py	24651	6cd28176976a54c77000b222da2e6e0e8c972870c2dfabb4f09c00bb875a4809	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	1	0
legacy/root_oneoffs_2026-07-01/w2_arm1_verifier_l1_l2.py	15044	42382975cebe34af1bf1f827f2fb46f8a5cc786d10e085a4364c1e23731335da	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	9	0	0	0	0	0	1	0	0
legacy/root_oneoffs_2026-07-01/w2_arm1_verifier_l3.py	8584	f12a4c7058868a95170dc675eb841fc57cd0d7df2be40956de691eaf0c3e75eb	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm2_ground_anchors.py	11184	81e70fe1c417a7a618bf879119565784e32e9cff035581f26e55a3c7a24776f3	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm2_seal_law_adjudicator.py	6940	38ed9ed2e442f052cd3feb8c7e59037e87301bfc56f0fd585c97cde785179a36	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm2_shaped_interface.py	21356	c07f28d78969b6fa601be8b0e8a17d1bd405605a7ad0796775775a86f703956b	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm2_shaped_seal.py	20798	4b339243c6fdce050a49d92dcf00a50cf2aed3419e789bb6b80b70489fe9b8cf	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm2_verifier1_kaxis.py	19635	4b00ce45df40bf705af75c37dba55bb7170437e11cca55f6fa695163f16163c0	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm2_verifier2_interface.py	12410	6010a3f188933fd172091afd734e3258027bb73cc9be1fdd1353d8d55a343d62	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w2_arm2_verifier3_continuation.py	5761	c74ba088066fd468b4f32dc7c825174a5f8edd66549ebda964f942856575dc2f	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w3_ground_crossblocks.py	21302	b4fde8a588bb4c80580dab5cc75bddb70ae469f1d8aebd822c93d337c6ba9463	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w3_locus_maps.py	9125	3b787a8c2f81cb7905ec4d5e37629f6fbfe8869433dd607c8a5562a81c7f6485	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w3_seal_endpoint.py	16181	5f1ead711b9ceb5927b771bccf5492ed7af4780c0761b5ba065f47866c13ddcd	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w3_verifier_endpoint_robustness.py	12502	053d6da77f235728842f27dbd6ddd5fbf09d165fbb932ef930a517313f247276	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w3_verifier_ground.py	14722	21569eb5c42fb4ec7cd01fdefbf607a2c19008a71ee0716754cb3b2d8720f9fd	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w4a_p2_spectra.py	22095	ff95675322c9b99b27d5c54979d112296f0d44c6d3ef1042ddc2446136faf219	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w4a_system.py	29513	ee337871fffda6caf0b8d91b69cd3200e106886ae34a3c37f77933c7e3cee83c	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w4a_verifier1_sym.py	22894	74e1f70a93ec7b3c8c171086789eb96a2efc9cb968e5f34570b22dcaba34e197	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w4b_gates.py	10970	3b9dcbf2950a7638642bd2706ddb20e9b100927ab05ac8b9a72f7ee613c5f22f	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w4b_sym_energy.py	15349	81151e78d6513b01adb242f3f86529d2c806d89ba52a603fe9c6aa9b2d19acb0	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
legacy/root_oneoffs_2026-07-01/w5_arm1_relation_origin.py	22986	ec065913250a228e87d81327d65787dc94f31b9d1fcea0de6e0baf3fff8ad051	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
