path	source_sha256	first_date	current_control	current_frontier	frozen_manifest	historical_or_pre_july	focused_hit_count	dependency_flags	family_id	disposition	dependency_type	family_ruling	reuse_gate	manual_review_status
projective_position_join_audit_2026-07-19/REPOSITORY_GATES.json	010660cbe3a6fc92dc3ec0636d14edb86eb4fa1a30e37b1fec3f55272bdbefdb	2026-07-19T20:17:34-04:00	NO	NO	NO	NO	2	selection_or_ownership;presentation_or_factorization	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_position_join_audit_2026-07-19/STATUS_LEDGER.tsv	e622f70832d0ebcba323a0f9a11dcac2ae1dbe16b6559b3bdc3aa34661e6a109	2026-07-19T20:17:34-04:00	NO	NO	NO	NO	11	pointwise_or_physical_phi;endpoint_difference;selection_or_ownership;presentation_or_factorization;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_position_join_audit_2026-07-19/VERIFICATION_RESULT.json	5b1170f0a88223a2bb20bc31df1aca0227910cfc88bf09180c91dba0bcbeb76b	2026-07-19T20:17:34-04:00	NO	NO	NO	NO	0	NONE	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	MECHANICAL_BROAD_ONLY
projective_position_join_audit_2026-07-19/VERIFICATION_TRANSCRIPT.txt	bb3c4dda07223d2e0ff0132c65fd4d56211aa5a2901939bd0cf1ddf623069678	2026-07-19T20:17:34-04:00	NO	NO	NO	NO	0	NONE	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	MECHANICAL_BROAD_ONLY
projective_position_join_audit_2026-07-19/derive_projective_join.py	4e900b23b00610305d94d57cb7826dec305402e11aaddc66b59bdbfb95a16d5e	2026-07-19T20:17:34-04:00	NO	NO	NO	NO	9	endpoint_difference;selection_or_ownership;presentation_or_factorization;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_position_join_audit_2026-07-19/verify_projective_join.py	0bc9aa044482fedbf94307a5f8fb27e9418ebc26da8e17f62d52a40695683c74	2026-07-19T20:17:34-04:00	NO	NO	NO	NO	7	independent_phi_variation;selection_or_ownership;presentation_or_factorization;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_position_join_audit_2026-07-19/verify_repository_gates.py	e5ae259d5ed738f36ebb4dbb2c779f62d88625f425c1a48ce068d962ab61a8dd	2026-07-19T20:17:34-04:00	NO	NO	NO	NO	2	selection_or_ownership;presentation_or_factorization	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/AUDIT_REPORT.md	e111efd8413a7289279bf868cd0fc79359a4378160815597d94388876d53508f	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	6	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/CANDIDATE_FAMILY.tsv	b1d3ad12b9c1c5d1c1c404a9603de6bea4ef5ec92fc4939a9b452a751bee795f	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	4	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/DERIVATION_RESULT.json	1a6d7ec276306084115735b1d4ddee49b24ec64c951e3058281c7aa9d93967d2	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	7	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	200f3e70733432892df7f0f9375d11a10d32dfc575f1c7118b8d02dc7c198b31	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	2	supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/LAY_DECISION_TREE.md	45299b343f07e0df70869020d21e9361cff1895ade976ca1269a7590e6b34923	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	1	supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/PREREGISTRATION.md	8c897eaee7e0c550e7c0198fa9ffe396e381a8f7e825b038fa10a0961cfdc433	2026-07-19T15:40:02-04:00	NO	NO	NO	NO	8	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/SOURCE_INVENTORY.tsv	bbe67250ad2ff833f31cc61f2eb51ee943b4271bcc6e92d16985ba14b8414b4e	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	0	NONE	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	MECHANICAL_BROAD_ONLY
projective_transport_section_selector_2026-07-19/STATUS_LEDGER.tsv	788f1ccfbaf4fc6fdd76903fc0cd1b2961d2d64d68bfb9f15d81d95f175d9c2b	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	6	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/VERIFICATION_RESULT.json	96584fd4d4cb11b8e9b28f6a9f2c8f0ec7d5fd5a47b3d0befe2fbeb1d67acf08	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/build_source_inventory.py	bb1c95c30f7720465d3315b80f8300f05a447e3641df42177eda01e570417d2e	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	0	NONE	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	MECHANICAL_BROAD_ONLY
projective_transport_section_selector_2026-07-19/derive_projective_transport_selector.py	558bd00df05941c0d79d4ed4f7d7301b11f86d913852dc9b359f7fd415cb3a91	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	8	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
projective_transport_section_selector_2026-07-19/verify_projective_transport_selector.py	b328af190fc425d4f3e94e82600abeb742ea6a9f0f7c27e6d03ad2837d9d5a74	2026-07-19T15:55:10-04:00	NO	NO	NO	NO	7	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
r1_bv_inventory.py	261db59533fc0f890125b7b3f71a6ba549a642bb61dbe3e44c5406e30091091a	2026-07-04T12:00:18-04:00	NO	NO	NO	NO	1	independent_phi_variation	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	SUPERSEDED_POINTWISE_FIELD_OR_ACTION_BRANCH	Early post-July field-equation, action and solver branches are not current physical ownership evidence. Their calculations remain provenance or conditional ansatz evidence only.	Before any reuse as native physics, rederive the ownership/action/source premises under the current relational type.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
r1_bv_main.py	b4c6b0852aef2e335c9fbdb5c9f2e8e6e17f420509d15510f46bbe4130a0726c	2026-07-04T12:00:18-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
r1_route_fork_cas.py	792781d973c6d505615b6cade42fac5c98045ad8a7300b9689f9d3cd2e9aa588	2026-07-04T12:00:18-04:00	NO	NO	NO	NO	2	independent_phi_variation;supplied_conditional	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	SUPERSEDED_POINTWISE_FIELD_OR_ACTION_BRANCH	Early post-July field-equation, action and solver branches are not current physical ownership evidence. Their calculations remain provenance or conditional ansatz evidence only.	Before any reuse as native physics, rederive the ownership/action/source premises under the current relational type.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
r1_route_fork_native_derivation.md	dd8d84bf68cbf40e6fcdbbb3de8244089feed83af3a48634a721740728e951f9	2026-07-04T12:00:18-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
r2_bv_verify.py	4f5f9783449606d4f96b58dd4aa09fc1bea243ed51262a2a1a3ad26cd2f15927	2026-07-04T13:10:09-04:00	NO	NO	NO	NO	2	presentation_or_factorization	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	SUPERSEDED_POINTWISE_FIELD_OR_ACTION_BRANCH	Early post-July field-equation, action and solver branches are not current physical ownership evidence. Their calculations remain provenance or conditional ansatz evidence only.	Before any reuse as native physics, rederive the ownership/action/source premises under the current relational type.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
r2_final_cas.py	9f5f05d5ff329d9c46e5f473cebe54ee57a86429474fc461ef40303b35117d94	2026-07-04T13:10:09-04:00	NO	NO	NO	NO	3	presentation_or_factorization	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	SUPERSEDED_POINTWISE_FIELD_OR_ACTION_BRANCH	Early post-July field-equation, action and solver branches are not current physical ownership evidence. Their calculations remain provenance or conditional ansatz evidence only.	Before any reuse as native physics, rederive the ownership/action/source premises under the current relational type.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
r2_prereg_s_cas.py	10b5329f4a88e673f955c61d74fcbdda438f1b1101fd8e76fc83fe5117f5e515	2026-07-04T12:23:23-04:00	NO	NO	NO	NO	3	presentation_or_factorization	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	SUPERSEDED_POINTWISE_FIELD_OR_ACTION_BRANCH	Early post-July field-equation, action and solver branches are not current physical ownership evidence. Their calculations remain provenance or conditional ansatz evidence only.	Before any reuse as native physics, rederive the ownership/action/source premises under the current relational type.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
r2_prereg_s_dependence.md	80debed3da89cc92f816046f5587452f9fb1f9623198ff73137ca5d8bb9d477c	2026-07-04T13:10:09-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
r2_prereg_s_dependence_LEAD.md	67f961379d32b038cc6d02be279b02813dfc03b1bb1aa759a7fa0ccdb9791aaa	2026-07-04T12:23:23-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	57de584c7429fce9b8e352fc6bb7fc0cce552c384ca425d45ee581ae378d3b80	2026-07-19T21:02:02-04:00	NO	NO	NO	NO	2	supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
reciprocal_c_clock_channel_correction_2026-07-19/DERIVATION_RESULT.json	dd8366a7ba0091e7af4e290629020b39f60d6252c4c434c3cbc29ceb101fa824	2026-07-19T21:02:02-04:00	NO	NO	NO	NO	2	supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
reciprocal_c_clock_channel_correction_2026-07-19/DERIVATION_TRANSCRIPT.txt	7d2f5006d3359a0b929e29199c0da3736beb4b32b207d3d12dca6f1f58f08ee4	2026-07-19T21:02:02-04:00	NO	NO	NO	NO	2	supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
reciprocal_c_clock_channel_correction_2026-07-19/INTERNAL_ADVERSARIAL_REVIEW.md	3123bbc1f7d548b6b4c54ca18a984907ebaf022ea885b6631f2015bbda87c56e	2026-07-19T21:02:02-04:00	NO	NO	NO	NO	1	supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
reciprocal_c_clock_channel_correction_2026-07-19/PREREGISTRATION.md	c1f3b30a3eaceb67901c0e0b47397b40155ec19cc03d80da7c4d27bed43139e1	2026-07-19T20:53:39-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F04_EARLY_DIRECTION_PROJECTIVE_XMAX	CONDITIONAL_REINTERPRETATION_ONLY	LOCAL_FIELD_OR_INPUT_XMAX_IDENTIFICATION	Exact group, chart, connection and curvature calculations survive, but the supplied local-field and symbolic-Xmax identifications are not founded observer-pair ownership laws.	Reuse only as conditional chart/configuration mathematics under explicit supplied-depth and supplied-Xmax stamps.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
