source	immutability_class	forensic_occurrences	operational_occurrences	candidate_targets	root_basename_occurrences	qualified_suffix_occurrences	source_sha256_at_base
tests/test_branch_operator.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	matter_regrade_derived_operator_results.md	1	0	9307d624c88bf0763b8a6eb4f34c3bf572f7f32aefbf7e7a63828f5378434c8f
tests/test_solver_integrity.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	P1_PURITY_HARNESS_MAP.md	1	0	c3760a7ee25f95802190b8df2117e0caabed522c3f2eb3a375eec0ad53f3a113
threadB_WORKSTATION_DISPATCH.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	2	2	CLAUDE.md;LIVE.md	2	0	d9d3e40afbaf33586c0d85d47e65997ea59c53ee33f9ed4749e33d3ef92ad443
threadB_coupled_cell_flatness_Lselector_CHARTER.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	udt_canonical_geometry.md	1	0	b12269cc56c2d7a71f844453f0e075191842dd82eeffef366eb45af846a5de60
udt_canonical_geometry.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	52	52	AUDIT.md;CLAUDE.md;HANDOFF.md;HANDOFF_ARCHIVE.md;measure_fork_results.md;pde_p1_results.md	19	33	8e4f27a4e15a4ab608661ea49a5fdbc9339de0a6ea2eb9f713192a2980c705a7
udt_field_equations_derivation_results.md	HARD_FROZEN_SOURCE	1	1	udt_canonical_geometry.md	1	0	5afd8011283a6c5f930cf8a736eafc2b0e886346a4e63d4fd65b6e3ce5560c81
udt_gravity_sector_rederivation_results.md	HARD_FROZEN_SOURCE	2	2	CLAUDE.md;udt_field_equations_derivation_results.md	2	0	8c5c999ee992c61081ccb20f7701ef65f27f2e2b37ab1cdf5b181d2a486d5639
udt_no_homogeneous_universe_results.md	HARD_FROZEN_SOURCE	2	2	udt_canonical_geometry.md	2	0	b9d3b1e85cd699e8b898b6de38d90e3d94008523d5d2b3505516595f7b288a70
udt_phi_blindness_relaxation_results.md	HARD_FROZEN_SOURCE	2	2	udt_canonical_geometry.md	2	0	a8c92f36c26f0f2592dafde9fce365451685f90c197e2b377dc537053c01ea12
universe_cell_fold_jc_sigma_results.md	HARD_FROZEN_SOURCE	2	2	LIVE.md;udt_field_equations_derivation_results.md	2	0	08acdb8b199e6343b12fc59dbceee9fcf497f8cf5c815135f6e9845ca1744fca
universe_cell_vacuum_impossibility_results.md	HARD_FROZEN_SOURCE	1	1	LIVE.md	1	0	50c9aeaa879cbfa3257321794b51f9d9ed2e3ff9e490bb1ab7bf25bf24a67bd6
verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	12	12	GR_NUMERICS_RESEARCH_2026-06-29.md;HANDOFF.md;INDEX.md;LIVE.md;kap8_characterization_complete_solver_results.md;sector_weight_spectral_probe_results.md	0	12	cc58762e263d17278f211f189be3b15c18e08b5784d765c48ac0e122b1545938
w5_results.md	HARD_FROZEN_SOURCE	1	1	w4_results.md	1	0	2f36111e985971069d2adf4c56946d188ecedb97a10060bd1deb91efde02df31
w6_results.md	HARD_FROZEN_SOURCE	1	1	NEGATIVES_REGISTRY.md	1	0	5c9106ebd8cc43bb901261df17d254a5dec449e25b4973b13c1bfc98cfe3cbc6
w8_results.md	HARD_FROZEN_SOURCE	1	1	NEGATIVES_REGISTRY.md	1	0	aa9b0db1f37a767dd9e365a34eccacf1e5f674cf1fb5607ef368e486a757da0b
w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	3	3	LIVE.md	3	0	546e91e5d09b4131ddbcba608a2583e952cdcb99237353b33e47b50fd2c4b5f4
w_stiffness_results.md	HARD_FROZEN_SOURCE	2	2	NEGATIVES_REGISTRY.md;nonstationary_opener_results.md	2	0	eeff399bc4838a238bfaaaf3f0683e88eabfba071d1127a2082c3e44c9315f24
weld_interface_mode_results.md	HARD_FROZEN_SOURCE	1	1	weld_status_results.md	1	0	aa6269147cd0b94158948ccf98bc773314af66f7b624735a6c6ca78c98ebbc7d
weld_status_results.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	AUDIT.md	1	0	6742854ec2e881197487382787a18990a4a994271da8d5499d3ecb8fcf989ab8
weld_two_sided_results.md	HARD_FROZEN_SOURCE	1	1	weld_interface_mode_results.md	1	0	c711beddeefa533a1ca174c9eab526561fba767d4a253ee250034fcd1c8b9be1
whole_metric_3d_matter.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	native_stabilizer_results.md	1	0	7235c1c40a14fd547b923e98f04bc4cde868b6bcc7a6947b57177871cf3726d7
winding_amplitude_gauge_derivation_results.md	HARD_FROZEN_SOURCE	2	2	CANON.md;F2_matter_action_forcedness_results.md	2	0	f759a0a83e7e67ca70481837fb1216f66851e0b546fefb7427da0e1d58fbca47
