original_path	current_path	fixed_snapshot_owner	fixed_snapshot_evidence	effective_primary_owner	operator_provenance	imported_action_or_coupling	comparison_readout	role	scientific_lifecycle	path_migration_safety	scientific_family	adjudication_source	review_status
cell_solver_universe_T3.py	cell_solver_universe_T3.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMPORT_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
check_winding_survival.py	check_winding_survival.py	LEGACY_FROZEN	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
classB_embedded_rung_gatecheck_results.md	classB_embedded_rung_gatecheck_results.md	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
classB_rung_resonance_classification_results.md	classB_rung_resonance_classification_results.md	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
classB_rung_resonance_owed_first_adjudication.md	classB_rung_resonance_owed_first_adjudication.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
classB_rung_resonance_prebuild_test_DESIGN.md	classB_rung_resonance_prebuild_test_DESIGN.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
classify_rung_resonance.py	classify_rung_resonance.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
codex_rehearsal_final.md	codex_rehearsal_final.md	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
codex_rehearsal_transcript.txt	codex_rehearsal_transcript.txt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
cognitive_corral_triggers_results.md	cognitive_corral_triggers_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
complete_metric_sweep_stageB_data.json	complete_metric_sweep_stageB_data.json	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
control_offdiagOFF_cold_nr10_G_kap8_1.pt	control_offdiagOFF_cold_nr10_G_kap8_1.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
control_offdiagOFF_cold_nr8_G_kap8_1.pt	control_offdiagOFF_cold_nr8_G_kap8_1.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
controlled_relax_hessian.py	controlled_relax_hessian.py	PARTICLE_MASS	STABILITY_ARC_SUPPORT_SCRIPT+PAIRED_CURRENT_RECORD	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:MOVE_READY	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
controlled_relax_hessian_out.json	controlled_relax_hessian_out.json	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
cosine_native_reconciliation_results.md	cosine_native_reconciliation_results.md	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
cosine_reconciliation_check.py	cosine_reconciliation_check.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d1_angular_constants_native_rederivation.md	d1_angular_constants_native_rederivation.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d1_bv_n3_attack.py	d1_bv_n3_attack.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d1_bv_q13_steelman.py	d1_bv_q13_steelman.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d1_charge_channel_projection_MAP.md	d1_charge_channel_projection_MAP.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d1_charge_channel_projection_cas.py	d1_charge_channel_projection_cas.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d1_rederive_eta18.py	d1_rederive_eta18.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d1_rederive_n3.py	d1_rederive_n3.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d1_rederive_q13.py	d1_rederive_q13.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2_bv_algebra.py	d2_bv_algebra.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2_bv_e0_numeric.py	d2_bv_e0_numeric.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2a_switch_criterion_interior.md	d2a_switch_criterion_interior.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2a_switch_criterion_interior.py	d2a_switch_criterion_interior.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2b_closure_endcases_cas.py	d2b_closure_endcases_cas.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2b_matter_escape_cas.py	d2b_matter_escape_cas.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2b_no_structure_in_G.md	d2b_no_structure_in_G.md	PARTICLE_MASS	DEPENDENCY_CONSUMER_COHERENCE+CONTENT_OR_COMMIT_PROVENANCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2b_reduction_flux_cas.py	d2b_reduction_flux_cas.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2b_routeB_mixing_cas.py	d2b_routeB_mixing_cas.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2c_gp_composite_conditions.md	d2c_gp_composite_conditions.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2c_part1_mixing.py	d2c_part1_mixing.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
d2c_part2_gp_conditions.py	d2c_part2_gp_conditions.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
derive_universe_einstein_d3.py	derive_universe_einstein_d3.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
derive_universe_fold_d1.py	derive_universe_fold_d1.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
derive_universe_sigma_d3.py	derive_universe_sigma_d3.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
derive_xmax_boost.py	derive_xmax_boost.py	MACRO	DEPENDENCY_CONSUMER_COHERENCE+CONTENT_OR_COMMIT_PROVENANCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
derived_background_and_phi_coupling_DESIGN.md	derived_background_and_phi_coupling_DESIGN.md	FOUNDATIONS	DEPENDENCY_CONSUMER_COHERENCE+CONTENT_OR_COMMIT_PROVENANCE	FOUNDATIONS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
dimension_ladder_null_audit.md	dimension_ladder_null_audit.md	CROSS_LANE_SHARED	R1B_ACTIVE_CROSS_ERA+MULTI_LANE_PROVENANCE	CROSS_LANE_SHARED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:RETAIN_ROOT	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
discreteness_preregistration.md	discreteness_preregistration.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
e2c_bv_gauge.py	e2c_bv_gauge.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
e2c_bv_gauntlet.py	e2c_bv_gauntlet.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:MOVE_READY	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
e2c_mms_certification.py	e2c_mms_certification.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
e2d_bv_cert.py	e2d_bv_cert.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:MOVE_READY	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
e2d_bv_checks.py	e2d_bv_checks.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:MOVE_READY	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
e2d_continuation_driver.py	e2d_continuation_driver.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMPORT_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
e2d_gridhomotopy_probe.json	e2d_gridhomotopy_probe.json	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
e2d_gridhomotopy_probe.py	e2d_gridhomotopy_probe.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
