current_path	primary_owner	migration_readiness	blocking_or_change_requirement	inbound_dependency_categories	inbound_dependency_sources	unresolved_dynamic_touches	recommended_destination_if_migrated
cascade_bv7_t2.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_bv7_t2.py
cascade_bv7_t3.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_bv7_t3.py
cascade_bv7_validate.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_bv7_validate.py
cascade_bv8_cas_ABC.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	ladder_theorems_AB_C_results.md	0	-
cascade_bv8_falsifiers.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	ladder_theorems_AB_C_results.md	0	-
cascade_bv8_falsifiers_out.txt	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	ladder_theorems_AB_C_results.md	0	-
cascade_bv9_cas.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	cosine_reconciliation_check.py	0	-
cascade_bv9_fluxlaw_char.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_bv9_reshoot.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	stageD_sweep_results_raw.md	0	-
cascade_bv9_reshoot_Z1.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_bv9_reshoot_Z1.py
cascade_bv9_tables.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_bv9_tables.py
cascade_characterization_miniMAP.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	cascade_stageA_results.md;cascade_stageB_results.md;cascade_stageC_results.md	0	-
cascade_lemD_bessel.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_lemD_bessel.py
cascade_lemD_cas.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_lemD_cas.py
cascade_lemD_final.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_lemD_final.py
cascade_lemD_reshoot.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_lemD_reshoot.py
cascade_lemD_table.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_lemD_table.py
cascade_lemD_universal.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	cosine_reconciliation_check.py	0	-
cascade_or_energy_cas.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_or_energy_cas.py
cascade_or_energy_numeric.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_or_energy_numeric.py
cascade_or_energy_rung1_and_alignment.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_or_energy_rung1_and_alignment.py
cascade_s2_aggregate.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_s2_aggregate.py
cascade_s2_core.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_s2_core.py
cascade_s2_final_table.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	stability_stage2_results.md	0	-
cascade_s2_validate.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_s2_validate.py
cascade_s3_lib.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_s3_lib.py
cascade_s3_predictions.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	ladder_softmode_results.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
cascade_s3_t1_t4.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_s3_t2_t3.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_s3_t2_t3.py
cascade_s3_t5.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_s3_t5.py
cascade_s3_validate.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_s3_validate.py
cascade_sf_cas1_bulk.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_sf_cas1_bulk.py
cascade_sf_cas2_endpoint.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_sf_cas4_zeromodes.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_sf_cas4_zeromodes.py
cascade_sf_d5_spotcheck.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_sf_d5_spotcheck.py
cascade_sf_d5b_extra.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_sf_d5b_extra.py
cascade_stageA_extra.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_stageA_extra.py
cascade_stageA_lib.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	cell_solver_composite.py;microphysics_E0_extract.py;microphysics_E1_probe_pass.py;verify_composite_reduction.py	0	-
cascade_stageA_results.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_stageA_results.md;microphysics_E0_extract.py	0	-
cascade_stageA_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;microphysics_E0_extract.py	0	-
cascade_stageA_run.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_stageA_run.py
cascade_stageA_sanity.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_stageB_above.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_stageB_above.py
cascade_stageB_analysis.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_stageB_analysis.py
cascade_stageB_bisect.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_stageB_bisect.py
cascade_stageB_common.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	cascade_stageD_sweep_refine.py;cascade_tw_confirm.py;cascade_tw_n1twin.py;stageD_sweep_results_raw.md	0	-
cascade_stageB_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H3_hopfion_solve_preregistration.md;NEGATIVES_REGISTRY.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;cascade_stageD_prereg.md;stageD_forecast_gen.py	0	-
cascade_stageB_rungs.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_bv11_v5_product.py;cascade_bv16_rungs.py;cascade_bv8_falsifiers.py;cascade_bv9_tables.py;cascade_lemD_final.py;cascade_lemD_table.py;cascade_or_energy_numeric.py;cascade_or_energy_rung1_and_alignment.py;cascade_s2_core.py;cascade_sf_d5_spotcheck.py;cascade_stageB_results.md;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;cascade_tw_pred.py;stageD_forecast_gen.py	12	-
cascade_stageB_sanity.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_stageB_sanity.py
cascade_stageB_sweep.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_stageB_results.md	0	-
cascade_stageB_sweep.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_stageB_twomethod.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_stageC_c1_A1m2_Z8.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_bv9_tables.py;cascade_lemD_final.py;cascade_lemD_table.py;cascade_s2_core.py	2	-
cascade_stageC_c2_A1m3_Z1.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_bv8_falsifiers.py;cascade_bv9_tables.py;cascade_lemD_final.py;cascade_lemD_table.py;cascade_s2_core.py	3	-
cascade_stageC_c3_A2k3_Z8.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_bv9_tables.py;cascade_lemD_final.py;cascade_lemD_table.py	0	-
cascade_stageC_c4_A3_Z8.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_bv9_tables.py;cascade_lemD_final.py;cascade_lemD_table.py	0	-
cascade_stageC_c5_A1m4_Z8.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_bv9_tables.py;cascade_lemD_final.py;cascade_lemD_table.py	0	-
cascade_stageC_lib.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT	cascade_bv10_reshoot.py;cascade_th2_predict_measure.py	0	-
cascade_stageC_primary_table.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
cascade_stageC_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/LIVE_universe_cell_ladder_arc_2026-07-02.md	0	-
cascade_stageC_run.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_stageC_run.py
cascade_stageC_twomethod.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
cascade_stageD_prereg.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;cascade_stageD_results.md;stageD_sweep_results_raw.md	0	-
cascade_stageD_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;PURSUIT_CHARTER_2026-07-04.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_stability_stageD_microphysics_arc_2026-07-03_04.md	0	-
cascade_stageD_sweep_refine.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt;stageD_sweep_results_raw.json;stageD_sweep_results_raw.md	0	-
cascade_stageD_sweep_scan.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	stageD_sweep_results_raw.json;stageD_sweep_results_raw.md	0	-
cascade_th2_bottom_beta.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_th2_bottom_beta.py
cascade_th2_bottom_system.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_th2_bottom_system.py
cascade_th2_cas_checks.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_th2_cas_checks.py
cascade_th2_cas_kappa.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_th2_cas_kappa.py
cascade_th2_final_table.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	ladder_theta0_accumulation_results.md	0	-
cascade_th2_final_table.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_th2_final_table.py
cascade_th2_launch.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_th2_launch.py
cascade_th2_nodewise.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_th2_predict_measure.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_tw_cas.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_tw_cas.py
cascade_tw_confirm.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_tw_confirm.py
cascade_tw_n1twin.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_tw_pred.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_tw_pred.py
cascade_tw_probe.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
cascade_tw_reshoot.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cascade_tw_reshoot.py
cell_solver_composite.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	HANDOFF_ARCHIVE.md;PURSUIT_CHARTER_2026-07-04.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_route_fork_E2_arc_2026-07-04.md;cell_solver_composite.py;e2c_bv_gauge.py;e2c_bv_gauntlet.py;e2c_mms_certification.py;e2d_bv_cert.py;e2d_bv_checks.py;e2d_continuation_driver.py;e2d_gridhomotopy_probe.py;e2d_mms_fieldaxis_certification.py;e2e_bv_null_and_stiffness.py;e2e_mms_combinedcell_certification.py;e2e_physinformed_seed.py;e2e_physinformed_sweep.py;microphysics_E2_bv_c1c.py;microphysics_E2_bv_mms.py;microphysics_E2_bv_mms2.py;microphysics_E2_bv_rs_soft.py;microphysics_E2_bv_runaway.py;microphysics_E2b_A1Z1_results.md;microphysics_E2b_A1Z8_results.md;microphysics_E2b_A3Z1_results.md;microphysics_E2b_A3Z8_results.md;microphysics_E2c_optimizer_hardening_results.md;microphysics_E2d_resweep_A1Z8_results.md;microphysics_E2e_physinformed_seed_results.md;smoke_composite_E2a.py;sweep_E2b_A1Z1.py;sweep_E2b_A1Z1_anatomy.py;sweep_E2b_A1Z1_gridcheck.py;sweep_E2b_A1Z1_phase2.py;sweep_E2b_A1Z8.py;sweep_E2b_A1Z8_anatomy.py;sweep_E2b_A1Z8_gridcheck.py;sweep_E2b_A1Z8_phase2.py;sweep_E2b_A3Z1.py;sweep_E2b_A3Z1_anatomy.py;sweep_E2b_A3Z1_extfloor.py;sweep_E2b_A3Z1_gridcheck.py;sweep_E2b_A3Z1_phase2.py;sweep_E2b_A3Z8.py;sweep_E2b_A3Z8_anatomy.py;sweep_E2b_A3Z8_extfloor.py;sweep_E2b_A3Z8_gridcheck.py;sweep_E2b_A3Z8_phase2.py;verify_composite_reduction.py	0	-
cell_solver_f2d.py	CROSS_LANE_SHARED	RETAIN_ROOT	ROOT_CONTROL_OR_SHARED_INTERFACE	PYTHON_IMPORT;TEST;TEXT_REFERENCE	H4_N4rev_sign_certification_results.md;HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_historical_frontier_through_2026-07-08.md;archive/LIVE_stage2_static_arc_2026-07-06.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;branch_operator_contamination_ledger.md;cell_solver_composite.py;cell_solver_f2d.py;cell_solver_f2d_BUILDNOTES.md;cell_solver_f2d_N2.py;cell_solver_f2d_N2_results.md;cell_solver_f2d_classB_run.py;cell_solver_f2d_embedded_run.py;cell_solver_f2d_embedded_run_results.md;cell_solver_f2d_embedded_scan.py;cell_solver_f2d_first_build.py;cell_solver_f2d_first_build_results.md;classB_rung_resonance_owed_first_adjudication.md;classB_rung_resonance_prebuild_test_DESIGN.md;cosine_reconciliation_check.py;d2c_gp_composite_conditions.md;d2c_part2_gp_conditions.py;embedded_cell_scan_results.md;f_rtheta_free_field_MAP.md;h4_scripts/n5d_stage2b_blind_lambda.py;hopfion_arc_scripts_2026-07-05/crux.py;hopfion_arc_scripts_2026-07-05/f4_test.py;hopfion_arc_scripts_2026-07-05/fd.py;hopfion_arc_scripts_2026-07-05/prof2.py;hopfion_arc_scripts_2026-07-05/wide.py;matter_filled_background_closure_DESIGN.md;microphysics_E1_composite_closure_results.md;microphysics_E1_composite_conditions.py;microphysics_E2_battle_plan.md;microphysics_E2_bv_c1c.py;microphysics_E2_bv_runaway.py;n5d_conditioning_diag.py;n5d_conditioning_diag2.py;n5d_conditioning_diag3.py;n5d_embedding_audit.py;n5d_fix1_beforeafter.py;n5d_pilot.py;n5d_pilot_fix3.py;n5d_pullback_audit.py;n5d_shear.py;n5d_shear_forcing_audit.py;n5d_shear_forcing_audit2.py;n5d_stage1_conditioning_diagnosis.md;n5d_stage2_Lselection_audit_results.md;n5d_stage2_MS_boundary_selector_audit_results.md;n5d_stage2_classB_diagnostic.py;n5d_stage2_classB_diagnostic_results.md;n5d_stage2_collapse_audit.py;n5d_stage2_collapse_audit_results.md;n5d_stage2_collapse_reconcile.py;n5d_stage2_corelaxed_matter_DESIGN.md;n5d_stage2_gauge_audit.py;n5d_stage2_pilot_preflight.py;n5d_stage2_sdir_pilot.py;n5d_stage2b_gate05_report.md;n5d_stage2b_gate0_report.md;scratchpad/run_f2d_mirror_vs_wall.py;scratchpad/run_f2d_nonround_topo.py;scratchpad/verify_q1.py;scratchpad/verify_q2.py;scratchpad/verify_q3.py;scratchpad/verify_q3d.py;scratchpad/verify_q3e.py;scratchpad/vf2_task1.py;scratchpad/vf2_task2.py;scratchpad/vf2_task2b.py;scratchpad/vf2_task2c.py;sweep_E2b_A1Z1.py;sweep_E2b_A1Z1_anatomy.py;sweep_E2b_A1Z8.py;sweep_E2b_A1Z8_anatomy.py;sweep_E2b_A3Z1.py;sweep_E2b_A3Z1_anatomy.py;sweep_E2b_A3Z8.py;sweep_E2b_A3Z8_anatomy.py;tests/test_n5d_offround.py;tests/test_n5d_pullback.py;tests/test_n5d_roundlimit.py;tests/test_n5d_signgate.py;tests/test_n5d_stage2.py;threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md;threadB_coupled_cell_flatness_Lselector_results.md;threadB_f2d_nonround_topological_audit_results.md;verify_TAB_transverse_stress.py;verify_composite_reduction.py;verify_f2d_reduction.py	0	-
cell_solver_f2d_BUILDNOTES.md	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/cell_solver_f2d_BUILDNOTES.md
cell_solver_f2d_N2.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	cell_solver_f2d_N2.py;cell_solver_f2d_N2_results.md;cell_solver_f2d_classB_run.py;cell_solver_f2d_embedded_run.py;cell_solver_f2d_embedded_run_results.md	0	-
cell_solver_f2d_N2_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;cell_solver_composite.py;embedded_run_mini_MAP.md;verify_composite_reduction.py	0	-
cell_solver_f2d_classB_run.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	cell_solver_f2d_classB_run.py;cell_solver_f2d_classB_run_results.md;codex_rehearsal_transcript.txt	0	-
cell_solver_f2d_classB_run_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;classB_embedded_rung_gatecheck_results.md;classB_rung_resonance_owed_first_adjudication.md;classB_rung_resonance_prebuild_test_DESIGN.md	0	-
cell_solver_f2d_embedded_run.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	cell_solver_f2d_classB_run.py;cell_solver_f2d_embedded_run.py;cell_solver_f2d_embedded_run_results.md;codex_rehearsal_transcript.txt	0	-
cell_solver_f2d_embedded_run_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;cell_solver_f2d_classB_run_results.md;embedded_classB_mini_MAP.md	0	-
cell_solver_f2d_embedded_scan.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	cell_solver_f2d_embedded_scan.py;codex_rehearsal_transcript.txt;embedded_cell_scan_results.md	0	-
cell_solver_f2d_first_build.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;cell_solver_f2d_N2.py;cell_solver_f2d_N2_results.md;cell_solver_f2d_classB_run.py;cell_solver_f2d_embedded_run.py;cell_solver_f2d_first_build.py;cell_solver_f2d_first_build_results.md	0	-
cell_solver_f2d_first_build_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;cell_solver_composite.py;cell_solver_f2d_N2.py;embedded_run_mini_MAP.md;verify_composite_reduction.py	0	-
cell_solver_round.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;cell_solver_f2d.py;cell_solver_round.py;cell_solver_universe_T3.py;d2c_part2_gp_conditions.py;f_rtheta_free_field_MAP.md;matter_filled_background_closure_DESIGN.md;simple_metric_alpha_restoring_probe_results.md;threadB_WORKSTATION_DISPATCH.md;threadB_coupled_cell_flatness_Lselector_CHARTER.md;threadB_coupled_cell_flatness_Lselector_results.md;universe_cell_vacuum_impossibility_results.md;verify_TAB_transverse_stress.py;verify_universe_bv2_a_reduction.py;verify_universe_bv3_q1_q4_cas.py;verify_universe_rigidity_cas_attack.py	0	-
