current_path	artifact_type	first_commit_date	last_commit_date	physics_status_source	frozen_manifest_status	runtime_import_test_dependencies	primary_owner	secondary_consumers	ownership_evidence	current_frontier_target
energy_min_m2_18_out.json	JSON	2026-06-17	2026-06-17	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
explore_universe_T3_risefall_scan.py	PYTHON	2026-07-02	2026-07-02	DEPENDENCY_STATUS_SOURCE:universe_cell_T3_closure_results.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
export_for_local_llm.py	PYTHON	2026-06-27	2026-07-05	DEPENDENCY_STATUS_SOURCE:CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;HANDOFF_ARCHIVE.md;LIVE.md;MEMORY.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;cognitive_corral_triggers_results.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	NO
exterior_cavity_results.md	MARKDOWN	2026-06-11	2026-06-11	NEGATIVES_REGISTRY.md:266,295,305,318	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	LEGACY_FROZEN	NONE	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
external.md	MARKDOWN	2026-07-08	2026-07-08	SELF_STATUS_BANNER:external.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	MACRO	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
external_input_notes.md	MARKDOWN	2026-06-14	2026-06-14	CANON.md:146	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	CROSS_LANE_SHARED	NONE	R1B_ACTIVE_CROSS_ERA+MULTI_LANE_PROVENANCE	NO
f2d_virial_step0_results.md	MARKDOWN	2026-07-01	2026-07-01	SELF_STATUS_BANNER:f2d_virial_step0_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
f_rtheta_free_field_MAP.md	MARKDOWN	2026-07-01	2026-07-01	SELF_STATUS_BANNER:f_rtheta_free_field_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NATIVE_ACTION	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
fermion_forcing2_dump.txt	TEXT	2026-06-15	2026-06-15	DEPENDENCY_STATUS_SOURCE:archive/em_forcing_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
flux_sealed_universe_cell_miniMAP.md	MARKDOWN	2026-07-02	2026-07-02	SELF_STATUS_BANNER:flux_sealed_universe_cell_miniMAP.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
free_s2_matter.py	PYTHON	2026-06-21	2026-06-25	DEPENDENCY_STATUS_SOURCE:archive/COMPLETION_PROGRAM.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/native_s2_object_derived_operator_results.md;archive/native_s2_twist_freed_derived_operator_results.md;winding_amplitude_gauge_derivation_results.md	NOT_FROZEN_OR_MANIFEST	PYTHON_IMPORT[17]=check_winding_survival.py;legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_energy_hess.py;legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_hessian.py;legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_probe.py;legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_verdict.py;legacy/root_oneoffs_2026-07-01/basin_audit.py;legacy/root_oneoffs_2026-07-01/d1_gauge_check.py;legacy/root_oneoffs_2026-07-01/d1_radial_localize.py;legacy/root_oneoffs_2026-07-01/d1_resolve_and_regrade.py;legacy/root_oneoffs_2026-07-01/d1_softmode_characterize.py;legacy/root_oneoffs_2026-07-01/native_object_characterization.py;legacy/root_oneoffs_2026-07-01/spectral_resolution_check.py;legacy/root_oneoffs_2026-07-01/x_solution_space_explore.py;p1_residual_general_einstein.py;tests/test_branch_operator.py;tests/test_operator_from_action.py;tests/test_solver_integrity.py|TEST[3]=tests/test_branch_operator.py;tests/test_operator_from_action.py;tests/test_solver_integrity.py	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
full3d_newton.py	PYTHON	2026-06-16	2026-06-25	DEPENDENCY_STATUS_SOURCE:HANDOFF_ARCHIVE.md;STATE.md;archive/EVERYTHING_ON_SOLVER_BUILD_MAP.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/POST_POSTULATE_PROGRAM.md;archive/SOLVER_COMPLETENESS_MAP.md;archive/off_round_solver_results.md;archive/p5a_jfnk_precond_results.md	NOT_FROZEN_OR_MANIFEST	PYTHON_IMPORT[57]=check_winding_survival.py;legacy/p1_validate.py;legacy/p2_residual_fullmetric.py;legacy/p2c_shear_observe.py;legacy/root_oneoffs_2026-07-01/basin_audit.py;legacy/root_oneoffs_2026-07-01/cross_grid_branch.py;legacy/root_oneoffs_2026-07-01/d1_gauge_check.py;legacy/root_oneoffs_2026-07-01/d1_resolve_and_regrade.py;legacy/root_oneoffs_2026-07-01/d1_softmode_characterize.py;legacy/root_oneoffs_2026-07-01/energy_minimizer.py;legacy/root_oneoffs_2026-07-01/large_grid_gates.py;legacy/root_oneoffs_2026-07-01/large_grid_solver.py;legacy/root_oneoffs_2026-07-01/native_object_characterization.py;legacy/root_oneoffs_2026-07-01/p2_divT_fd_gate.py;legacy/root_oneoffs_2026-07-01/p2_matter_s2_fullmetric.py;legacy/root_oneoffs_2026-07-01/p2_round_s2_solver.py;legacy/root_oneoffs_2026-07-01/p2_validate_ab.py;legacy/root_oneoffs_2026-07-01/p3_aphi_matter.py;legacy/root_oneoffs_2026-07-01/p3_explore_aphi.py;legacy/root_oneoffs_2026-07-01/p3_validate_baseline.py;legacy/root_oneoffs_2026-07-01/p3fix_aphi_ruler.py;legacy/root_oneoffs_2026-07-01/p4_time_live.py;legacy/root_oneoffs_2026-07-01/p4_validate.py;legacy/root_oneoffs_2026-07-01/p5a_gate1.py;legacy/root_oneoffs_2026-07-01/p5a_gate2.py;legacy/root_oneoffs_2026-07-01/p5a_gates.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gateAB.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gateBC_fast.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gateC.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gate_hold.py;legacy/root_oneoffs_2026-07-01/p5a_prime_repose.py;legacy/root_oneoffs_2026-07-01/p5a_prime_save_dense_refs.py;legacy/root_oneoffs_2026-07-01/p5b_anchor.py;legacy/root_oneoffs_2026-07-01/p5c_barriers.py;legacy/root_oneoffs_2026-07-01/p5c_basins.py;legacy/root_oneoffs_2026-07-01/p5c_fulldir.py;legacy/root_oneoffs_2026-07-01/p5c_stability.py;legacy/root_oneoffs_2026-07-01/p5c_stability_coupled.py;legacy/root_oneoffs_2026-07-01/p5d_timelive.py;legacy/root_oneoffs_2026-07-01/p5e_offround_qep.py;legacy/root_oneoffs_2026-07-01/phase3b_descend.py;legacy/root_oneoffs_2026-07-01/phase3b_grid_converge.py;legacy/root_oneoffs_2026-07-01/phase3b_hessian.py;legacy/root_oneoffs_2026-07-01/phase3b_multistart.py;legacy/root_oneoffs_2026-07-01/phase3b_platonic_solve.py;legacy/root_oneoffs_2026-07-01/phase3b_richardson.py;legacy/root_oneoffs_2026-07-01/phase3b_symmetry.py;legacy/root_oneoffs_2026-07-01/spectral_resolution_check.py;legacy/root_oneoffs_2026-07-01/test_shexact_cheap.py;legacy/root_oneoffs_2026-07-01/test_shexact_psiflat.py;legacy/root_oneoffs_2026-07-01/verify_winding_hessian_2026-06-16.py;legacy/root_oneoffs_2026-07-01/verify_winding_platonic_2026-06-16.py;legacy/root_oneoffs_2026-07-01/winding_catalog_map.py;legacy/root_oneoffs_2026-07-01/x_solution_space_explore.py;p1_residual_general_einstein.py;prototype/branchGP_native_s2_coupled_OBSERVE.py;tests/test_operator_from_action.py|TEST[1]=tests/test_operator_from_action.py	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
full3d_spectral.py	PYTHON	2026-06-16	2026-06-16	NEGATIVES_REGISTRY.md:1928	NOT_FROZEN_OR_MANIFEST	PYTHON_IMPORT[106]=b1prime_3d_offround_residual.py;branch_operator.py;check_winding_survival.py;einstein_3d_eval.py;free_s2_matter.py;full3d_newton.py;legacy/_verif_b_and_nth.py;legacy/_verif_hybrid_sweep.py;legacy/p1_validate.py;legacy/p2_residual_fullmetric.py;legacy/p2c_shear_observe.py;legacy/root_oneoffs_2026-07-01/b1prime_3d_offround_validate.py;legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_energy_hess.py;legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_hessian.py;legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_probe.py;legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_verdict.py;legacy/root_oneoffs_2026-07-01/basin_audit.py;legacy/root_oneoffs_2026-07-01/caveat3_offdiag_off_control.py;legacy/root_oneoffs_2026-07-01/d1_continue_x1.py;legacy/root_oneoffs_2026-07-01/d1_determinacy_check.py;legacy/root_oneoffs_2026-07-01/d1_determined_posing_check.py;legacy/root_oneoffs_2026-07-01/d1_equilibration_diag.py;legacy/root_oneoffs_2026-07-01/d1_galerkin_continue.py;legacy/root_oneoffs_2026-07-01/d1_galerkin_floor.py;legacy/root_oneoffs_2026-07-01/d1_galerkin_warm.py;legacy/root_oneoffs_2026-07-01/d1_gauge_check.py;legacy/root_oneoffs_2026-07-01/d1_lsfloor_test.py;legacy/root_oneoffs_2026-07-01/d1_nullspace_localization.py;legacy/root_oneoffs_2026-07-01/d1_radial_localize.py;legacy/root_oneoffs_2026-07-01/d1_residual_localize.py;legacy/root_oneoffs_2026-07-01/d1_resolve_and_regrade.py;legacy/root_oneoffs_2026-07-01/d1_smax_source.py;legacy/root_oneoffs_2026-07-01/d1_smin_diagnosis.py;legacy/root_oneoffs_2026-07-01/d1_softmode_characterize.py;legacy/root_oneoffs_2026-07-01/d1_svdls_test.py;legacy/root_oneoffs_2026-07-01/divT_excised.py;legacy/root_oneoffs_2026-07-01/energy_minimizer.py;legacy/root_oneoffs_2026-07-01/full3d_campaign.py;legacy/root_oneoffs_2026-07-01/full3d_final_run.py;legacy/root_oneoffs_2026-07-01/full3d_grid_shexact.py;legacy/root_oneoffs_2026-07-01/full3d_solver.py;legacy/root_oneoffs_2026-07-01/galerkin_basis_validate.py;legacy/root_oneoffs_2026-07-01/kte_grid_measure.py;legacy/root_oneoffs_2026-07-01/native_object_characterization.py;legacy/root_oneoffs_2026-07-01/p2_divT_fd_gate.py;legacy/root_oneoffs_2026-07-01/p2_matter_s2_fullmetric.py;legacy/root_oneoffs_2026-07-01/p2_round_s2_solver.py;legacy/root_oneoffs_2026-07-01/p2_validate_ab.py;legacy/root_oneoffs_2026-07-01/p3_aphi_matter.py;legacy/root_oneoffs_2026-07-01/p3_explore_aphi.py;legacy/root_oneoffs_2026-07-01/p3_validate_baseline.py;legacy/root_oneoffs_2026-07-01/p3fix_aphi_ruler.py;legacy/root_oneoffs_2026-07-01/p4_time_live.py;legacy/root_oneoffs_2026-07-01/p4_validate.py;legacy/root_oneoffs_2026-07-01/p5a_gate1.py;legacy/root_oneoffs_2026-07-01/p5a_gate2.py;legacy/root_oneoffs_2026-07-01/p5a_gates.py;legacy/root_oneoffs_2026-07-01/p5a_jfnk_precond.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gateAB.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gateBC_fast.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gateC.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gateC_pc.py;legacy/root_oneoffs_2026-07-01/p5a_prime_gate_hold.py;legacy/root_oneoffs_2026-07-01/p5a_prime_jfnk_fast.py;legacy/root_oneoffs_2026-07-01/p5a_prime_repose.py;legacy/root_oneoffs_2026-07-01/p5a_prime_save_dense_refs.py;legacy/root_oneoffs_2026-07-01/p5a_prime_scaling.py;legacy/root_oneoffs_2026-07-01/p5b_anchor.py;legacy/root_oneoffs_2026-07-01/p5b_diag.py;legacy/root_oneoffs_2026-07-01/p5b_diag2.py;legacy/root_oneoffs_2026-07-01/p5b_gate12.py;legacy/root_oneoffs_2026-07-01/p5b_gridscan.py;legacy/root_oneoffs_2026-07-01/p5b_loosethread.py;legacy/root_oneoffs_2026-07-01/p5b_quick.py;legacy/root_oneoffs_2026-07-01/p5c_barriers.py;legacy/root_oneoffs_2026-07-01/p5c_basins.py;legacy/root_oneoffs_2026-07-01/p5c_dense.py;legacy/root_oneoffs_2026-07-01/p5c_fulldir.py;legacy/root_oneoffs_2026-07-01/p5c_runner.py;legacy/root_oneoffs_2026-07-01/p5c_stability.py;legacy/root_oneoffs_2026-07-01/p5c_stability_coupled.py;legacy/root_oneoffs_2026-07-01/p5d_timelive.py;legacy/root_oneoffs_2026-07-01/p5e_offround_qep.py;legacy/root_oneoffs_2026-07-01/phase3b_descend.py;legacy/root_oneoffs_2026-07-01/phase3b_grid_converge.py;legacy/root_oneoffs_2026-07-01/phase3b_hessian.py;legacy/root_oneoffs_2026-07-01/phase3b_multistart.py;legacy/root_oneoffs_2026-07-01/phase3b_platonic_solve.py;legacy/root_oneoffs_2026-07-01/phase3b_symmetry.py;legacy/root_oneoffs_2026-07-01/ponder_horizon_signatures.py;legacy/root_oneoffs_2026-07-01/spectral_resolution_check.py;legacy/root_oneoffs_2026-07-01/test_shexact_cheap.py;legacy/root_oneoffs_2026-07-01/test_shexact_psiflat.py;legacy/root_oneoffs_2026-07-01/verify_winding_hessian_2026-06-16.py;legacy/root_oneoffs_2026-07-01/verify_winding_platonic_2026-06-16.py;legacy/root_oneoffs_2026-07-01/winding_catalog_map.py;legacy/root_oneoffs_2026-07-01/x_solution_space_explore.py;migration_convergence_guard.py;p1_residual_general_einstein.py;prototype/branchGP_native_s2_coupled_OBSERVE.py;prototype/jfnk_branch_solver.py;prototype/seal_test.py;tests/conftest.py;tests/test_branch_operator.py;tests/test_operator_from_action.py;tests/test_solver_integrity.py|TEST[4]=tests/conftest.py;tests/test_branch_operator.py;tests/test_operator_from_action.py;tests/test_solver_integrity.py	LEGACY_FROZEN	NATIVE_ACTION	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
galerkin_basis.py	PYTHON	2026-06-30	2026-06-30	DEPENDENCY_STATUS_SOURCE:D1_FIX_DESIGN.md;HANDOFF_ARCHIVE.md;LIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/pre_native_coupled/D1_FIX_DESIGN.md;embedded_cell_scan_results.md	NOT_FROZEN_OR_MANIFEST	PYTHON_IMPORT[2]=legacy/root_oneoffs_2026-07-01/galerkin_basis_validate.py;p1_residual_general_einstein.py	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
galerkin_floored_X1.pt	OPAQUE_DATA	2026-06-30	2026-06-30	DEPENDENCY_STATUS_SOURCE:archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	R0_FROZEN_EVIDENCE;MANIFEST_EDGE_TARGET	FILE_PATH[2]=legacy/root_oneoffs_2026-07-01/d1_galerkin_continue.py;legacy/root_oneoffs_2026-07-01/d1_gauge_check.py|MANIFEST[1]=basin_audit_manifest.json	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
gp_switch_criterion_results.md	MARKDOWN	2026-07-01	2026-07-01	SELF_STATUS_BANNER:gp_switch_criterion_results.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	LEGACY_FROZEN	FOUNDATIONS;MACRO;NATIVE_ACTION;PARTICLE_MASS	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
homog_alpha_test.py	PYTHON	2026-07-07	2026-07-07	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
homog_universe_numeric.py	PYTHON	2026-07-07	2026-07-07	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
homog_universe_solve.py	PYTHON	2026-07-07	2026-07-07	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
hopfion_GP_exterior_NEXT_CHARTER.md	MARKDOWN	2026-07-10	2026-07-10	INDEX.md:84	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_GP_exterior_probe_MAP.md	MARKDOWN	2026-07-10	2026-07-10	SELF_STATUS_BANNER:hopfion_GP_exterior_probe_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_GP_exterior_probe_results.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:441;INDEX.md:85;MEMORY.md:74	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_GP_switch_apply_MAP.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:462;INDEX.md:90	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_GP_switch_apply_out.json	JSON	2026-07-10	2026-07-10	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_GP_switch_apply_results.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:462;INDEX.md:90;MEMORY.md:79	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_WORKSTATION_DISPATCH_GP_switch.md	MARKDOWN	2026-07-10	2026-07-10	INDEX.md:89	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_WORKSTATION_DISPATCH_phase2_metric.md	MARKDOWN	2026-07-10	2026-07-10	INDEX.md:87	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_fixedQ_collective_phase0.py	PYTHON	2026-07-10	2026-07-10	DEPENDENCY_STATUS_SOURCE:hopfion_fixedQ_collective_phase0_results.md;node_H3_hopfion_solve_results.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_fixedQ_collective_phase0_out.json	JSON	2026-07-10	2026-07-10	DEPENDENCY_STATUS_SOURCE:hopfion_fixedQ_collective_phase0_results.md	R0_FROZEN_EVIDENCE	FILE_PATH[1]=hopfion_fixedQ_collective_phase0.py	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_fixedQ_collective_phase0_results.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:448;MEMORY.md:75	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_fixedQ_isorotation_MAP.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:448;INDEX.md:86	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_fixedQ_phase1_isorotation.py	PYTHON	2026-07-10	2026-07-10	DEPENDENCY_STATUS_SOURCE:hopfion_fixedQ_phase1_isorotation_results.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_fixedQ_phase1_isorotation_out.json	JSON	2026-07-10	2026-07-10	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	FILE_PATH[1]=hopfion_fixedQ_phase1_isorotation.py	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_fixedQ_phase1_isorotation_results.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:450;MEMORY.md:76	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_fixedQ_phase1b_production.py	PYTHON	2026-07-10	2026-07-10	DEPENDENCY_STATUS_SOURCE:hopfion_WORKSTATION_DISPATCH_phase2_metric.md;hopfion_fixedQ_phase1b_production_results.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_fixedQ_phase1b_production_out.json	JSON	2026-07-10	2026-07-10	DEPENDENCY_STATUS_SOURCE:hopfion_fixedQ_phase1b_production_results.md	R0_FROZEN_EVIDENCE	FILE_PATH[1]=hopfion_fixedQ_phase1b_production.py	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_fixedQ_phase1b_production_results.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:453;MEMORY.md:77	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_mass_background_coupling_MAP.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:435;INDEX.md:83;MEMORY.md:73	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_phase2_metric_backreaction_out.json	JSON	2026-07-10	2026-07-10	DEPENDENCY_STATUS_SOURCE:hopfion_phase2_metric_backreaction_results.md	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_phase2_metric_backreaction_results.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:456;INDEX.md:88;MEMORY.md:78	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
hopfion_static_mass_common.py	PYTHON	2026-07-11	2026-07-11	DEPENDENCY_STATUS_SOURCE:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;stability_branch_follow_256_DECISION.md;w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	PYTHON_IMPORT[5]=hopfion_static_mass_hessian.py;hopfion_static_mass_hessian_256driver.py;hopfion_static_mass_linear_metric.py;hopfion_static_mass_phaseC_redo.py;stability_branch_follow_256.py	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_static_mass_hessian.py	PYTHON	2026-07-11	2026-07-11	DEPENDENCY_STATUS_SOURCE:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_static_mass_hessian_256driver.py	PYTHON	2026-07-11	2026-07-11	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_static_mass_hessian_out.json	JSON	2026-07-11	2026-07-11	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	FILE_PATH[2]=hopfion_static_mass_hessian.py;hopfion_static_mass_hessian_256driver.py	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_static_mass_linear_metric.py	PYTHON	2026-07-11	2026-07-11	DEPENDENCY_STATUS_SOURCE:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_static_mass_out.json	JSON	2026-07-11	2026-07-11	DEPENDENCY_STATUS_SOURCE:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;hopfion_static_mass_results.md;w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	FILE_PATH[1]=hopfion_static_mass_linear_metric.py	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_static_mass_phaseC_redo.py	PYTHON	2026-07-11	2026-07-11	DEPENDENCY_STATUS_SOURCE:UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
hopfion_static_mass_phaseC_redo_out.json	JSON	2026-07-11	2026-07-11	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	FILE_PATH[1]=hopfion_static_mass_phaseC_redo.py	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
