edge_id	direction_id	bank	point_id	from_configuration	to_configuration	from_radius	to_radius	delta_determinant	delta_scalar_curvature	delta_riemann_max_abs	ricci_rank_change	curvature_rank_change	shear_rank_change	twist_rank_change	from_geometry_class	to_geometry_class	from_dphi_class	to_dphi_class	diagnostic_tuple_changed	physical_transition_claimed
D12_B1_P5_E4	D12	B1	P5	R12_3_B1_P5	R12_4_B1_P5	0.75	1.0	-0.019650440854254603	-0.05445914654831166	0.05899790163967736	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B2_P2_E0	D12	B2	P2	O00_B2_P2	R12_0_B2_P2	0.0	0.125	-0.003189210230236883	-0.030300692508699663	0.021839595193949842	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D12_B2_P2_E1	D12	B2	P2	R12_0_B2_P2	R12_1_B2_P2	0.125	0.25	-0.0031961658269565874	-0.02799693399311802	0.021934792407366354	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B2_P2_E2	D12	B2	P2	R12_1_B2_P2	R12_2_B2_P2	0.25	0.5	-0.006413259157163731	-0.0501539605077597	0.044093268091657166	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B2_P2_E3	D12	B2	P2	R12_2_B2_P2	R12_3_B2_P2	0.5	0.75	-0.006441264014608761	-0.04418677524009548	0.044316523933975144	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B2_P2_E4	D12	B2	P2	R12_3_B2_P2	R12_4_B2_P2	0.75	1.0	-0.006469391161208149	-0.040452947328700806	0.05762472761502643	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B2_P6_E0	D12	B2	P6	O00_B2_P6	R12_0_B2_P6	0.0	0.125	0.004154714919209379	-0.03352038832187506	0.021938923961453017	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D12_B2_P6_E1	D12	B2	P6	R12_0_B2_P6	R12_1_B2_P6	0.125	0.25	0.004142910338770456	-0.03723295461720611	0.02216142306410208	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B2_P6_E2	D12	B2	P6	R12_1_B2_P6	R12_2_B2_P6	0.25	0.5	0.00825054099995004	-0.08428805975950837	0.04452358792912457	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B2_P6_E3	D12	B2	P6	R12_2_B2_P6	R12_3_B2_P6	0.5	0.75	0.008203723918042582	-0.09556656416261802	0.0440890327969284	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B2_P6_E4	D12	B2	P6	R12_3_B2_P6	R12_4_B2_P6	0.75	1.0	0.008157172496191523	-0.10512572097511258	0.04290292763793882	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B3_P3_E0	D12	B3	P3	O00_B3_P3	R12_0_B3_P3	0.0	0.125	0.0065848127934455825	0.07264597136311748	0.022799665950521682	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D12_B3_P3_E1	D12	B3	P3	R12_0_B3_P3	R12_1_B3_P3	0.125	0.25	0.006555160727192089	0.06764689643739194	0.022316410535623738	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D12_B3_P3_E2	D12	B3	P3	R12_1_B3_P3	R12_2_B3_P3	0.25	0.5	0.013021898759151052	0.12027130123534718	0.0431070522385521	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D12_B3_P3_E3	D12	B3	P3	R12_2_B3_P3	R12_3_B3_P3	0.5	0.75	0.01290488500812037	0.10019903436598881	0.05219064852649559	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D12_B3_P3_E4	D12	B3	P3	R12_3_B3_P3	R12_4_B3_P3	0.75	1.0	0.012788922733390384	0.08007579241720242	0.05874129061941866	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D12_B3_P7_E0	D12	B3	P7	O00_B3_P7	R12_0_B3_P7	0.0	0.125	0.05881055329262952	0.06924996782478955	0.02130225205460237	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D12_B3_P7_E1	D12	B3	P7	R12_0_B3_P7	R12_1_B3_P7	0.125	0.25	0.05644529470782511	0.05731724884022142	0.018606490259093316	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D12_B3_P7_E2	D12	B3	P7	R12_1_B3_P7	R12_2_B3_P7	0.25	0.5	0.10617149424723316	0.07794905735007751	0.04380176732958294	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D12_B3_P7_E3	D12	B3	P7	R12_2_B3_P7	R12_3_B3_P7	0.5	0.75	0.09780316041443693	0.027525780577557057	0.04672111648078493	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D12_B3_P7_E4	D12	B3	P7	R12_3_B3_P7	R12_4_B3_P7	0.75	1.0	0.090094410508885	-0.024751148844006587	0.04876949636347802	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D13_B0_P0_E0	D13	B0	P0	O00_B0_P0	R13_0_B0_P0	0.0	0.125	0.0	0.0872462235541864	0.021276997500895595	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D13_B0_P0_E1	D13	B0	P0	R13_0_B0_P0	R13_1_B0_P0	0.125	0.25	0.0	0.09457615524430896	0.01911725659003962	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B0_P0_E2	D13	B0	P0	R13_1_B0_P0	R13_2_B0_P0	0.25	0.5	0.0	0.21114210555898535	0.06295113362754318	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B0_P0_E3	D13	B0	P0	R13_2_B0_P0	R13_3_B0_P0	0.5	0.75	0.0	0.24046183231947532	0.0855080131641512	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B0_P0_E4	D13	B0	P0	R13_3_B0_P0	R13_4_B0_P0	0.75	1.0	0.0	0.26978155907996515	0.10806489270075909	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B0_P4_E0	D13	B0	P4	O00_B0_P4	R13_0_B0_P4	0.0	0.125	0.01485780215892607	0.08813567141577842	0.02123653263130595	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D13_B0_P4_E1	D13	B0	P4	R13_0_B0_P4	R13_1_B0_P4	0.125	0.25	0.014706836822501623	0.0973593145060312	0.019698384591659613	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B0_P4_E2	D13	B0	P4	R13_1_B0_P4	R13_2_B0_P4	0.25	0.5	0.028966897690561932	0.22305579194852138	0.06407505092469148	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B0_P4_E3	D13	B0	P4	R13_2_B0_P4	R13_3_B0_P4	0.5	0.75	0.028381241602258633	0.26189234677478557	0.08647641979716421	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B0_P4_E4	D13	B0	P4	R13_3_B0_P4	R13_4_B0_P4	0.75	1.0	0.02780742637649669	0.3019137847749248	0.10815023171244409	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B1_P1_E0	D13	B1	P1	O00_B1_P1	R13_0_B1_P1	0.0	0.125	0.024226029743277255	0.05946920529362609	0.027873152807539124	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D13_B1_P1_E1	D13	B1	P1	R13_0_B1_P1	R13_1_B1_P1	0.125	0.25	0.023824671128569008	0.052316391050816854	0.028551451749423813	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B1_P1_E2	D13	B1	P1	R13_1_B1_P1	R13_2_B1_P1	0.25	0.5	0.046471753879614	0.08389341327135456	0.05925804501056782	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B1_P1_E3	D13	B1	P1	R13_2_B1_P1	R13_3_B1_P1	0.5	0.75	0.04494469111714272	0.05749127602831525	0.06233545544332987	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B1_P1_E4	D13	B1	P1	R13_3_B1_P1	R13_4_B1_P1	0.75	1.0	0.04346780766760716	0.032663543250662785	0.06566239741018748	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B1_P5_E0	D13	B1	P5	O00_B1_P5	R13_0_B1_P5	0.0	0.125	-0.049010292396364896	0.06012031761531283	0.02857529996139531	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D13_B1_P5_E1	D13	B1	P5	R13_0_B1_P5	R13_1_B1_P5	0.125	0.25	-0.05065293349245148	0.05397718585138062	0.030625708100799336	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B1_P5_E2	D13	B1	P5	R13_1_B1_P5	R13_2_B1_P5	0.25	0.5	-0.10645585617866282	0.08850232367933158	0.067316902989257	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B1_P5_E3	D13	B1	P5	R13_2_B1_P5	R13_3_B1_P5	0.5	0.75	-0.11371144385166576	0.061001790903899455	0.07523369409490457	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B1_P5_E4	D13	B1	P5	R13_3_B1_P5	R13_4_B1_P5	0.75	1.0	-0.12146154215442917	0.03193452334169089	0.08291114382835907	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B2_P2_E0	D13	B2	P2	O00_B2_P2	R13_0_B2_P2	0.0	0.125	0.033627126343642955	-0.055753111766884744	0.031193442793726503	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D13_B2_P2_E1	D13	B2	P2	R13_0_B2_P2	R13_1_B2_P2	0.125	0.25	0.032853827059561524	-0.05116288275356669	0.03408081183169627	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B2_P2_E2	D13	B2	P2	R13_1_B2_P2	R13_2_B2_P2	0.25	0.5	0.06345847939415505	-0.08749862547873012	0.07706730743091611	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B2_P2_E3	D13	B2	P2	R13_2_B2_P2	R13_3_B2_P2	0.5	0.75	0.060573418413465197	-0.06585043204682064	0.08933307797462	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B2_P2_E4	D13	B2	P2	R13_3_B2_P2	R13_4_B2_P2	0.75	1.0	0.05781952314840022	-0.041774012304273245	0.10204706543240011	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B2_P6_E0	D13	B2	P6	O00_B2_P6	R13_0_B2_P6	0.0	0.125	-0.052235141819112485	-0.0567465587800746	0.030505188518392463	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D13_B2_P6_E1	D13	B2	P6	R13_0_B2_P6	R13_1_B2_P6	0.125	0.25	-0.05410106454070762	-0.05413747956260102	0.03189854831936648	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B2_P6_E2	D13	B2	P6	R13_1_B2_P6	R13_2_B2_P6	0.25	0.5	-0.11406889318747226	-0.09946866597474664	0.06756981181953174	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B2_P6_E3	D13	B2	P6	R13_2_B2_P6	R13_3_B2_P6	0.5	0.75	-0.12236389503107126	-0.08625670970584814	0.07204024135680231	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B2_P6_E4	D13	B2	P6	R13_3_B2_P6	R13_4_B2_P6	0.75	1.0	-0.13126210300442254	-0.07149783960078909	0.07600132974775056	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D13_B3_P3_E0	D13	B3	P3	O00_B3_P3	R13_0_B3_P3	0.0	0.125	0.007221696813327627	-0.1015509040078596	0.037992654148689575	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D13_B3_P3_E1	D13	B3	P3	R13_0_B3_P3	R13_1_B3_P3	0.125	0.25	0.007186031454312625	-0.10731811314486617	0.037054387795470906	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D13_B3_P3_E2	D13	B3	P3	R13_1_B3_P3	R13_2_B3_P3	0.25	0.5	0.014265770515138332	-0.23228871595368916	0.07127721511478421	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D13_B3_P3_E3	D13	B3	P3	R13_2_B3_P3	R13_3_B3_P3	0.5	0.75	0.01412521145666501	-0.2564154042663437	0.06747486207296954	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D13_B3_P3_E4	D13	B3	P3	R13_3_B3_P3	R13_4_B3_P3	0.75	1.0	0.013986037311042976	-0.28125758857591565	0.0636415452438579	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D13_B3_P7_E0	D13	B3	P7	O00_B3_P7	R13_0_B3_P7	0.0	0.125	-0.02595299792977457	-0.10233895563158989	0.03755928427674632	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D13_B3_P7_E1	D13	B3	P7	R13_0_B3_P7	R13_1_B3_P7	0.125	0.25	-0.026413618322281618	-0.10990546922357948	0.03574065856467	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D13_B3_P7_E2	D13	B3	P7	R13_1_B3_P7	R13_2_B3_P7	0.25	0.5	-0.054241943748158716	-0.24421277294269694	0.06593148862169378	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D13_B3_P7_E3	D13	B3	P7	R13_2_B3_P7	R13_3_B3_P7	0.5	0.75	-0.056184429549861026	-0.2796205141754461	0.05838490938053731	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D13_B3_P7_E4	D13	B3	P7	R13_3_B3_P7	R13_4_B3_P7	0.75	1.0	-0.05819647869736411	-0.3185218647869512	0.050671009476078305	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D14_B0_P0_E0	D14	B0	P0	O00_B0_P0	R14_0_B0_P0	0.0	0.125	0.0	0.08064997200533333	0.02352024600561232	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D14_B0_P0_E1	D14	B0	P0	R14_0_B0_P0	R14_1_B0_P0	0.125	0.25	0.0	0.08058985621749556	0.023992310118476304	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B0_P0_E2	D14	B0	P0	R14_1_B0_P0	R14_2_B0_P0	0.25	0.5	0.0	0.16099936507147783	0.04940081257554457	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B0_P0_E3	D14	B0	P0	R14_2_B0_P0	R14_3_B0_P0	0.5	0.75	0.0	0.16075890192012654	0.05128906902700049	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B0_P0_E4	D14	B0	P0	R14_3_B0_P0	R14_4_B0_P0	0.75	1.0	0.0	0.16051843876877547	0.05765459961409777	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B0_P4_E0	D14	B0	P4	O00_B0_P4	R14_0_B0_P4	0.0	0.125	0.013524338449413253	0.08177877589089036	0.02352127110353006	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D14_B0_P4_E1	D14	B0	P4	R14_0_B0_P4	R14_1_B0_P4	0.125	0.25	0.013399254911082625	0.08401689935832596	0.02401033568158081	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B0_P4_E2	D14	B0	P4	R14_1_B0_P4	R14_2_B0_P4	0.25	0.5	0.02642787598463081	0.1749897909718159	0.04957649625964265	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B0_P4_E3	D14	B0	P4	R14_2_B0_P4	R14_3_B0_P4	0.5	0.75	0.025941285760311628	0.18466184516511008	0.05179609349748314	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B0_P4_E4	D14	B0	P4	R14_3_B0_P4	R14_4_B0_P4	0.75	1.0	0.02546365463836331	0.1948035545908946	0.05418653551116093	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B1_P1_E0	D14	B1	P1	O00_B1_P1	R14_0_B1_P1	0.0	0.125	0.008021610796643985	0.09870015846924761	0.025492903153648307	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D14_B1_P1_E1	D14	B1	P1	R14_0_B1_P1	R14_1_B1_P1	0.125	0.25	0.007977606886433675	0.09726599607170082	0.024874627857774972	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B1_P1_E2	D14	B1	P1	R14_1_B1_P1	R14_2_B1_P1	0.25	0.5	0.01582416628178307	0.19044329497173704	0.04823366739736081	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B1_P1_E3	D14	B1	P1	R14_2_B1_P1	R14_3_B1_P1	0.5	0.75	0.01565103016120606	0.18534981314853188	0.04681670962964815	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B1_P1_E4	D14	B1	P1	R14_3_B1_P1	R14_4_B1_P1	0.75	1.0	0.015479788365782676	0.1806869146846073	0.046180348125773374	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B1_P5_E0	D14	B1	P5	O00_B1_P5	R14_0_B1_P5	0.0	0.125	-0.10192462380785727	0.09772066427650766	0.02609726677611508	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D14_B1_P5_E1	D14	B1	P5	R14_0_B1_P5	R14_1_B1_P5	0.125	0.25	-0.10902900623343759	0.09403479187983144	0.026568603440730216	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B1_P5_E2	D14	B1	P5	R14_1_B1_P5	R14_2_B1_P5	0.25	0.5	-0.24138644342738136	0.1754312848542145	0.05413403748441949	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B1_P5_E3	D14	B1	P5	R14_2_B1_P5	R14_3_B1_P5	0.5	0.75	-0.27620958719275923	0.15585989171486103	0.05469376367330421	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B1_P5_E4	D14	B1	P5	R14_3_B1_P5	R14_4_B1_P5	0.75	1.0	-0.3160564237740444	0.13291612610051629	0.0542128891761231	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B2_P2_E0	D14	B2	P2	O00_B2_P2	R14_0_B2_P2	0.0	0.125	0.0027004640618057962	-0.04924197874666078	0.027253043944569424	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D14_B2_P2_E1	D14	B2	P2	R14_0_B2_P2	R14_1_B2_P2	0.125	0.25	0.0026954769982732163	-0.04480705962668827	0.02629607158779689	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B2_P2_E2	D14	B2	P2	R14_1_B2_P2	R14_2_B2_P2	0.25	0.5	0.005376029628244572	-0.0761640146954774	0.04958859167068963	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B2_P2_E3	D14	B2	P2	R14_2_B2_P2	R14_3_B2_P2	0.5	0.75	0.005356191671106014	-0.05804368050898806	0.04538196045810357	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B2_P2_E4	D14	B2	P2	R14_3_B2_P2	R14_4_B2_P2	0.75	1.0	0.005336426917531556	-0.03977750488725873	0.040961986287980034	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B2_P6_E0	D14	B2	P6	O00_B2_P6	R14_0_B2_P6	0.0	0.125	0.01424553869030043	-0.05049788405468121	0.027556745571687375	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D14_B2_P6_E1	D14	B2	P6	R14_0_B2_P6	R14_1_B2_P6	0.125	0.25	0.014106759020429793	-0.04878191314329486	0.027257868338841845	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B2_P6_E2	D14	B2	P6	R14_1_B2_P6	R14_2_B2_P6	0.25	0.5	0.027802573812054643	-0.09344096456433583	0.0538055493196543	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B2_P6_E3	D14	B2	P6	R14_2_B2_P6	R14_3_B2_P6	0.5	0.75	0.027263508533282632	-0.08952139290638816	0.053221144663617784	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B2_P6_E4	D14	B2	P6	R14_3_B2_P6	R14_4_B2_P6	0.75	1.0	0.02673489521398964	-0.08730219050655819	0.05313821647076708	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D14_B3_P3_E0	D14	B3	P3	O00_B3_P3	R14_0_B3_P3	0.0	0.125	0.008615836110375641	-0.032996249778607975	0.02725171092365703	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D14_B3_P3_E1	D14	B3	P3	R14_0_B3_P3	R14_1_B3_P3	0.125	0.25	0.00856507127812578	-0.039566949509009894	0.02651922779093588	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D14_B3_P3_E2	D14	B3	P3	R14_1_B3_P3	R14_2_B3_P3	0.25	0.5	0.016979042730400185	-0.0990525165968584	0.05301625263258098	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D14_B3_P3_E3	D14	B3	P3	R14_2_B3_P3	R14_3_B3_P3	0.5	0.75	0.0167795498527461	-0.1259573136897082	0.06491056540451402	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D14_B3_P3_E4	D14	B3	P3	R14_3_B3_P3	R14_4_B3_P3	0.75	1.0	0.016582400888635718	-0.15328152570298043	0.07252232957051694	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D14_B3_P7_E0	D14	B3	P7	O00_B3_P7	R14_0_B3_P7	0.0	0.125	0.0013533405691905642	-0.032524425712899666	0.028164441727001378	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D14_B3_P7_E1	D14	B3	P7	R14_0_B3_P7	R14_1_B3_P7	0.125	0.25	0.0013520880560273785	-0.03817085536284287	0.0292605203906089	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D14_B3_P7_E2	D14	B3	P7	R14_1_B3_P7	R14_2_B3_P7	0.25	0.5	0.0027004232082827873	-0.09359617981274358	0.061862973998410925	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D14_B3_P7_E3	D14	B3	P7	R14_2_B3_P7	R14_3_B3_P7	0.5	0.75	0.0026954270520624934	-0.11710750380441082	0.06645097944661646	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
