profile_id	lapse_name	lapse_a	shape_id	amplitude	q_of_s	max_abs_q	center_h_order_in_x	center_B_order_in_x	endpoint_q	behavior_class	center_status	signature_status	lapse_min	reflection_partner	physical_status
G75_AP_S37_E05	AP	1/4	S37	1/20	-s**2/40 - s/40 + 1/20	1/20	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S37_E20	AM	-1/4	S37	1/5	-s**2/10 - s/10 + 1/5	1/5	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S37_E20	A0	0	S37	1/5	-s**2/10 - s/10 + 1/5	1/5	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S37_E20	AP	1/4	S37	1/5	-s**2/10 - s/10 + 1/5	1/5	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S37_E50	AM	-1/4	S37	1/2	-s**2/4 - s/4 + 1/2	1/2	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S37_E50	A0	0	S37	1/2	-s**2/4 - s/4 + 1/2	1/2	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S37_E50	AP	1/4	S37	1/2	-s**2/4 - s/4 + 1/2	1/2	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S37_E100	AM	-1/4	S37	1	-s**2/2 - s/2 + 1	1	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S37_E100	A0	0	S37	1	-s**2/2 - s/2 + 1	1	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S37_E100	AP	1/4	S37	1	-s**2/2 - s/2 + 1	1	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S38_E05	AM	-1/4	S38	1/20	1/20 - s/40	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S38_E05	A0	0	S38	1/20	1/20 - s/40	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S38_E05	AP	1/4	S38	1/20	1/20 - s/40	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S38_E20	AM	-1/4	S38	1/5	1/5 - s/10	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S38_E20	A0	0	S38	1/5	1/5 - s/10	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S38_E20	AP	1/4	S38	1/5	1/5 - s/10	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S38_E50	AM	-1/4	S38	1/2	1/2 - s/4	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S38_E50	A0	0	S38	1/2	1/2 - s/4	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S38_E50	AP	1/4	S38	1/2	1/2 - s/4	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S38_E100	AM	-1/4	S38	1	1 - s/2	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S38_E100	A0	0	S38	1	1 - s/2	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S38_E100	AP	1/4	S38	1	1 - s/2	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S39_E05	AM	-1/4	S39	1/20	s**2/40 - s/40 + 1/20	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S39_E05	A0	0	S39	1/20	s**2/40 - s/40 + 1/20	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S39_E05	AP	1/4	S39	1/20	s**2/40 - s/40 + 1/20	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S39_E20	AM	-1/4	S39	1/5	s**2/10 - s/10 + 1/5	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S39_E20	A0	0	S39	1/5	s**2/10 - s/10 + 1/5	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S39_E20	AP	1/4	S39	1/5	s**2/10 - s/10 + 1/5	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S39_E50	AM	-1/4	S39	1/2	s**2/4 - s/4 + 1/2	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S39_E50	A0	0	S39	1/2	s**2/4 - s/4 + 1/2	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S39_E50	AP	1/4	S39	1/2	s**2/4 - s/4 + 1/2	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S39_E100	AM	-1/4	S39	1	s**2/2 - s/2 + 1	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S39_E100	A0	0	S39	1	s**2/2 - s/2 + 1	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S39_E100	AP	1/4	S39	1	s**2/2 - s/2 + 1	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S40_E05	AM	-1/4	S40	1/20	s**2/30 - s/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S40_E05	A0	0	S40	1/20	s**2/30 - s/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S40_E05	AP	1/4	S40	1/20	s**2/30 - s/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S40_E20	AM	-1/4	S40	1/5	2*s**2/15 - s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S40_E20	A0	0	S40	1/5	2*s**2/15 - s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S40_E20	AP	1/4	S40	1/5	2*s**2/15 - s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S40_E50	AM	-1/4	S40	1/2	s**2/3 - s/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S40_E50	A0	0	S40	1/2	s**2/3 - s/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S40_E50	AP	1/4	S40	1/2	s**2/3 - s/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S40_E100	AM	-1/4	S40	1	2*s**2/3 - s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S40_E100	A0	0	S40	1	2*s**2/3 - s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S40_E100	AP	1/4	S40	1	2*s**2/3 - s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S41_E05	AM	-1/4	S41	1/20	1/20 - s**2/40	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S41_E05	A0	0	S41	1/20	1/20 - s**2/40	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S41_E05	AP	1/4	S41	1/20	1/20 - s**2/40	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S41_E20	AM	-1/4	S41	1/5	1/5 - s**2/10	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S41_E20	A0	0	S41	1/5	1/5 - s**2/10	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S41_E20	AP	1/4	S41	1/5	1/5 - s**2/10	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S41_E50	AM	-1/4	S41	1/2	1/2 - s**2/4	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S41_E50	A0	0	S41	1/2	1/2 - s**2/4	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S41_E50	AP	1/4	S41	1/2	1/2 - s**2/4	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S41_E100	AM	-1/4	S41	1	1 - s**2/2	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S41_E100	A0	0	S41	1	1 - s**2/2	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S41_E100	AP	1/4	S41	1	1 - s**2/2	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S42_E05	AM	-1/4	S42	1/20	s**2/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S42_E05	A0	0	S42	1/20	s**2/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S42_E05	AP	1/4	S42	1/20	s**2/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S42_E20	AM	-1/4	S42	1/5	s**2/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S42_E20	A0	0	S42	1/5	s**2/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S42_E20	AP	1/4	S42	1/5	s**2/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S42_E50	AM	-1/4	S42	1/2	s**2/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S42_E50	A0	0	S42	1/2	s**2/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S42_E50	AP	1/4	S42	1/2	s**2/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S42_E100	AM	-1/4	S42	1	s**2/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S42_E100	A0	0	S42	1	s**2/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S42_E100	AP	1/4	S42	1	s**2/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S43_E05	AM	-1/4	S43	1/20	-4*s**2/85 + 2*s/85 + 4/85	1/20	2	2	2/85	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S43_E05	A0	0	S43	1/20	-4*s**2/85 + 2*s/85 + 4/85	1/20	2	2	2/85	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S43_E05	AP	1/4	S43	1/20	-4*s**2/85 + 2*s/85 + 4/85	1/20	2	2	2/85	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S43_E20	AM	-1/4	S43	1/5	-16*s**2/85 + 8*s/85 + 16/85	1/5	2	2	8/85	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S43_E20	A0	0	S43	1/5	-16*s**2/85 + 8*s/85 + 16/85	1/5	2	2	8/85	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S43_E20	AP	1/4	S43	1/5	-16*s**2/85 + 8*s/85 + 16/85	1/5	2	2	8/85	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S43_E50	AM	-1/4	S43	1/2	-8*s**2/17 + 4*s/17 + 8/17	1/2	2	2	4/17	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S43_E50	A0	0	S43	1/2	-8*s**2/17 + 4*s/17 + 8/17	1/2	2	2	4/17	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S43_E50	AP	1/4	S43	1/2	-8*s**2/17 + 4*s/17 + 8/17	1/2	2	2	4/17	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S43_E100	AM	-1/4	S43	1	-16*s**2/17 + 8*s/17 + 16/17	1	2	2	8/17	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S43_E100	A0	0	S43	1	-16*s**2/17 + 8*s/17 + 16/17	1	2	2	8/17	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S43_E100	AP	1/4	S43	1	-16*s**2/17 + 8*s/17 + 16/17	1	2	2	8/17	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S44_E05	AM	-1/4	S44	1/20	-s**2/45 + s/45 + 2/45	1/20	2	2	2/45	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S44_E05	A0	0	S44	1/20	-s**2/45 + s/45 + 2/45	1/20	2	2	2/45	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S44_E05	AP	1/4	S44	1/20	-s**2/45 + s/45 + 2/45	1/20	2	2	2/45	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
